productId,language,packageName,version,referenceUrl
94,NODEJS,@google-cloud/automl,1.10.1,https://googleapis.dev/nodejs/automl/latest
33,NODEJS,@google-cloud/bigtable,2.3.1,https://googleapis.dev/nodejs/bigtable/latest
46,NODEJS,@google-cloud/billing-budgets,1.0.1,https://googleapis.dev/nodejs/billingbudgets/latest/index.html
49,NODEJS,@google-cloud/cloudbuild,1.3.1,https://googleapis.dev/nodejs/cloudbuild/latest/index.html
56,NODEJS,@google-cloud/dns,1.2.8,https://googleapis.dev/nodejs/dns/latest
54,NODEJS,@google-cloud/dataproc,1.4.6,https://googleapis.dev/nodejs/dataproc/latest
14,NODEJS,@google-cloud/datastore,5.0.3,https://googleapis.dev/nodejs/datastore/latest
20,NODEJS,@google-cloud/kms,1.6.2,https://googleapis.dev/nodejs/kms/latest
35,NODEJS,@google-cloud/redis,1.5.0,https://googleapis.dev/nodejs/redis/latest
5,NODEJS,@google-cloud/language,3.7.0,https://googleapis.dev/nodejs/language/latest
89,NODEJS,@google-cloud/os-login,2.0.1,https://googleapis.dev/nodejs/oslogin/latest
19,NODEJS,@google-cloud/pubsub,1.1.6-beta.0,https://googleapis.dev/nodejs/pubsub/latest
90,NODEJS,@google-cloud/rcloadenv,1.1.5,https://www.npmjs.com/package/@google-cloud/rcloadenv
134,NODEJS,@google-cloud/scheduler,1.4.1,https://googleapis.dev/nodejs/scheduler/latest
9,NODEJS,@google-cloud/spanner,4.6.0,https://googleapis.dev/nodejs/spanner/latest
311,NODEJS,@google-cloud/secret-manager,3.1.0,https://googleapis.dev/nodejs/secretmanager/latest/index.html
3,NODEJS,@google-cloud/speech,3.5.4,https://googleapis.dev/nodejs/speech/latest
13,NODEJS,@google-cloud/storage,4.3.0,https://googleapis.dev/nodejs/storage/latest
62,NODEJS,@google-cloud/talent,1.7.0,https://googleapis.dev/nodejs/talent/latest
12,NODEJS,@google-cloud/tasks,1.7.1,https://googleapis.dev/nodejs/tasks/latest
4,NODEJS,@google-cloud/translate,5.1.4,https://googleapis.dev/nodejs/translate/latest
2,NODEJS,@google-cloud/vision,1.8.0,https://googleapis.dev/nodejs/vision/latest
48,NODEJS,@google-cloud/compute,1.2.0,https://googleapis.dev/nodejs/compute/latest
10,NODEJS,@google-cloud/dlp,2.0.0,https://googleapis.dev/nodejs/dlp/latest
8,NODEJS,dialogflow,4.0.3,https://googleapis.dev/nodejs/dialogflow/latest
63,NODEJS,@google-cloud/container,1.6.1,https://googleapis.dev/nodejs/container/latest
70,NODEJS,@google-cloud/resource,1.1.5,https://googleapis.dev/nodejs/resource/latest
55,NODEJS,@google-cloud/debug-agent,4.2.2,https://googleapis.dev/nodejs/debugger/latest/
58,NODEJS,@google-cloud/error-reporting,1.1.3,https://googleapis.dev/nodejs/error-reporting/latest/
17,NODEJS,@google-cloud/logging,7.0.1,https://googleapis.dev/nodejs/logging/latest
16,NODEJS,@google-cloud/monitoring,1.7.0,https://googleapis.dev/nodejs/monitoring/latest
74,NODEJS,@google-cloud/trace-agent,4.2.5,https://googleapis.dev/nodejs/trace/latest/
94,PYTHON,google-cloud-automl,0.9.0,https://googleapis.dev/python/automl/latest
196,PYTHON,google-cloud-bigquery-storage,0.7.0,https://googleapis.dev/python/bigquerystorage/latest
33,PYTHON,google-cloud-bigtable,1.2.1,https://googleapis.dev/python/bigtable/latest
46,PYTHON,google-cloud-billing-budgets,0.1.0,null
49,PYTHON,google-cloud-build,0.1.0,null
56,PYTHON,google-cloud-dns,0.31.0,https://googleapis.dev/python/dns/latest
54,PYTHON,google-cloud-dataproc,0.6.1,https://googleapis.dev/python/dataproc/latest
14,PYTHON,google-cloud-datastore,1.10.0,https://googleapis.dev/python/datastore/latest
60,PYTHON,google-cloud-iam,0.2.1,https://googleapis.dev/python/iamcredentials/latest
20,PYTHON,google-cloud-kms,1.2.1,https://googleapis.dev/python/cloudkms/latest
35,PYTHON,google-cloud-redis,0.3.0,https://googleapis.dev/python/redis/latest
5,PYTHON,google-cloud-language,1.3.0,https://googleapis.dev/python/language/latest
89,PYTHON,google-cloud-os-login,0.2.0,null
19,PYTHON,google-cloud-pubsub,1.1.0,https://googleapis.dev/python/pubsub/latest
90,PYTHON,google-cloud-runtimeconfig,0.30.0,https://googleapis.dev/python/runtimeconfig/latest
134,PYTHON,google-cloud-scheduler,1.2.1,https://googleapis.dev/python/cloudscheduler/latest
9,PYTHON,google-cloud-spanner,1.13.0,https://googleapis.dev/python/spanner/latest
311,PYTHON,google-cloud-secret-manager,1.0.0,https://googleapis.dev/python/secretmanager/latest
3,PYTHON,google-cloud-speech,1.3.1,https://googleapis.dev/python/speech/latest
13,PYTHON,google-cloud-storage,1.25.0,https://googleapis.dev/python/storage/latest
62,PYTHON,google-cloud-talent,0.4.0,https://googleapis.dev/python/talent/latest
12,PYTHON,google-cloud-tasks,1.3.0,https://googleapis.dev/python/cloudtasks/latest
4,PYTHON,google-cloud-translate,2.0.0,https://googleapis.dev/python/translation/latest
2,PYTHON,google-cloud-vision,0.41.0,https://googleapis.dev/python/vision/latest
10,PYTHON,google-cloud-dlp,0.13.0,https://googleapis.dev/python/dlp/latest
8,PYTHON,dialogflow,0.7.2,null
63,PYTHON,google-cloud-container,0.3.0,https://googleapis.dev/python/container/latest
70,PYTHON,google-cloud-resource-manager,0.30.0,https://googleapis.dev/python/cloudresourcemanager/latest
58,PYTHON,google-cloud-error-reporting,0.33.0,https://googleapis.dev/python/clouderrorreporting/latest
17,PYTHON,google-cloud-logging,1.14.0,https://googleapis.dev/python/logging/latest
16,PYTHON,google-cloud-monitoring,0.34.0,https://googleapis.dev/python/monitoring/latest
74,PYTHON,google-cloud-trace,0.23.0,https://googleapis.dev/python/cloudtrace/latest
94,JAVA,google-cloud-automl,1.0.0, https://googleapis.dev/java/google-cloud-automl/latest
196,JAVA,google-cloud-bigquerystorage,0.120.1-beta,https://googleapis.dev/java/google-cloud-bigquerystorage/latest
33,JAVA,google-cloud-bigtable-admin,0.81.0-alpha,https://googlecloudplatform.github.io/google-cloud-java/google-cloud-clients/apidocs/index.html?com/google/cloud/bigtable/admin/v2/package-summary.html
46,JAVA,google-cloud-billing,1.1.0,https://googleapis.dev/java/google-cloud-billing/latest
49,JAVA,google-cloud-build,1.0.0,https://googleapis.dev/java/google-cloud-build/latest
56,JAVA,google-cloud-dns,0.117.3-alpha,https://googleapis.dev/java/google-cloud-clients/latest/index.html?com/google/cloud/dns/package-summary.html
54,JAVA,google-cloud-dataproc,0.118.1,https://googleapis.dev/java/google-cloud-dataproc/latest
14,JAVA,google-cloud-datastore,1.102.0,https://googleapis.dev/java/google-cloud-datastore/latest/index.html
60,JAVA,google-cloud-iamcredentials,0.44.0,https://googleapis.dev/java/google-cloud-iamcredentials/latest/index.html
20,JAVA,google-cloud-kms,1.36.0,https://googleapis.dev/java/google-cloud-kms/latest
35,JAVA,google-cloud-redis,0.118.0,https://googleapis.dev/java/google-cloud-redis/latest
5,JAVA,google-cloud-language,1.99.1,https://googleapis.dev/java/google-cloud-language/latest
89,JAVA,google-cloud-os-login,0.118.0,https://googleapis.dev/java/google-cloud-os-login/latest/index.html
19,JAVA,google-cloud-notification,0.120.1-beta,https://googlecloudplatform.github.io/google-cloud-java/google-cloud-clients/apidocs/index.html?com/google/cloud/notification/package-summary.html
19,JAVA,google-cloud-pubsub,1.102.1,https://googleapis.dev/java/google-cloud-pubsub/latest/index.html
34,JAVA,spring-cloud-gcp-starter-sql-mysql,1.2.1.RELEASE,null
134,JAVA,google-cloud-scheduler,1.22.1,https://googleapis.dev/java/google-cloud-scheduler/latest
9,JAVA,google-cloud-spanner,1.49.1,https://googleapis.dev/java/google-cloud-spanner/latest/
3,JAVA,google-cloud-speech,1.22.2,https://googleapis.dev/java/google-cloud-speech/latest
13,JAVA,google-cloud-storage,1.103.1,https://googleapis.dev/java/google-cloud-storage/latest/index.html
62,JAVA,google-cloud-talent,0.35.1-beta,https://googleapis.dev/java/google-cloud-talent/latest
12,JAVA,google-cloud-tasks,1.28.0,https://googleapis.dev/java/google-cloud-tasks/latest
4,JAVA,google-cloud-translate,1.94.2,https://googleapis.dev/java/google-cloud-translate/latest/
2,JAVA,google-cloud-vision,1.99.1,https://googleapis.dev/java/google-cloud-vision/latest/
48,JAVA,google-cloud-compute,0.117.0-alpha,https://googleapis.dev/java/google-cloud-compute/latest/index.html
10,JAVA,google-cloud-dlp,1.0.0,https://googleapis.dev/java/google-cloud-dlp/latest/index.html
8,JAVA,google-cloud-dialogflow,0.120.0,https://googleapis.dev/java/google-cloud-dialogflow/latest
63,JAVA,google-cloud-container,0.119.0-beta,https://googleapis.dev/java/google-cloud-container/latest
70,JAVA,google-cloud-resourcemanager,0.117.0-alpha,https://googleapis.dev/java/google-cloud-resourcemanager/latest
311,JAVA,google-cloud-secretmanager,1.1.1,https://googleapis.dev/java/google-cloud-secretmanager/latest/
58,JAVA,google-cloud-errorreporting,0.119.0-beta,https://googleapis.dev/java/google-cloud-errorreporting/latest
17,JAVA,google-cloud-logging,1.100.0,https://googleapis.dev/java/google-cloud-logging/latest
16,JAVA,google-cloud-monitoring,1.99.1,https://googleapis.dev/java/google-cloud-monitoring/latest
74,JAVA,google-cloud-trace,1.0.0,https://googleapis.dev/java/google-cloud-trace/latest
96,GO,cloud.google.com/go/automl/apiv1,,https://godoc.org/cloud.google.com/go/automl/apiv1
196,GO,cloud.google.com/go/bigquery/storage/apiv1beta1,,https://godoc.org/cloud.google.com/go/bigquery/storage/apiv1beta1
33,GO,cloud.google.com/go/bigtable,,https://godoc.org/cloud.google.com/go/bigtable
49,GO,cloud.google.com/go/cloudbuild/apiv1,,https://godoc.org/cloud.google.com/go/cloudbuild/apiv1
54,GO,cloud.google.com/go/dataproc/apiv1,,https://godoc.org/cloud.google.com/go/dataproc/apiv1
14,GO,cloud.google.com/go/datastore,,https://godoc.org/cloud.google.com/go/datastore
60,GO,cloud.google.com/go/iam,,https://godoc.org/cloud.google.com/go/iam
20,GO,cloud.google.com/go/kms/apiv1,,https://godoc.org/cloud.google.com/go/kms/apiv1
35,GO,cloud.google.com/go/redis/apiv1,,https://godoc.org/cloud.google.com/go/redis/apiv1
5,GO,cloud.google.com/go/language/apiv1,,https://godoc.org/cloud.google.com/go/language/apiv1
89,GO,cloud.google.com/go/oslogin/apiv1,,https://godoc.org/cloud.google.com/go/oslogin/apiv1
19,GO,cloud.google.com/go/pubsub/apiv1,,https://godoc.org/cloud.google.com/go/pubsub/apiv1
134,GO,cloud.google.com/go/scheduler/apiv1,,https://godoc.org/cloud.google.com/go/scheduler/apiv1
9,GO,cloud.google.com/go/spanner,,https://godoc.org/cloud.google.com/go/spanner
3,GO,cloud.google.com/go/speech/apiv1,,https://godoc.org/cloud.google.com/go/speech/apiv1
311,GO,cloud.google.com/go/secretmanager/apiv1,,https://pkg.go.dev/cloud.google.com/go/secretmanager/apiv1
13,GO,cloud.google.com/go/storage,,https://godoc.org/cloud.google.com/go/storage
62,GO,cloud.google.com/go/talent/apiv4beta1,,https://godoc.org/cloud.google.com/go/talent/apiv4beta1
12,GO,cloud.google.com/go/cloudtasks/apiv2,,https://godoc.org/cloud.google.com/go/cloudtasks/apiv2
4,GO,cloud.google.com/go/translate/apiv3,,https://godoc.org/cloud.google.com/go/translate/apiv3
2,GO,cloud.google.com/go/vision/apiv1,,https://godoc.org/cloud.google.com/go/vision/apiv1
48,GO,cloud.google.com/go/compute/metadata,,https://godoc.org/cloud.google.com/go/compute/metadata
10,GO,cloud.google.com/go/dlp/apiv2,,https://godoc.org/cloud.google.com/go/dlp/apiv2
8,GO,cloud.google.com/go/dialogflow/apiv2,,https://godoc.org/cloud.google.com/go/dialogflow/apiv2
63,GO,cloud.google.com/go/container/apiv1,,https://godoc.org/cloud.google.com/go/container/apiv1
55,GO,cloud.google.com/go/debugger/apiv2,,https://godoc.org/cloud.google.com/go/debugger/apiv2
58,GO,cloud.google.com/go/errorreporting,,https://godoc.org/cloud.google.com/go/errorreporting
17,GO,cloud.google.com/go/logging/apiv2,,https://godoc.org/cloud.google.com/go/logging/apiv2
16,GO,cloud.google.com/go/monitoring/apiv3,,https://godoc.org/cloud.google.com/go/monitoring/apiv3
74,GO,cloud.google.com/go/trace/apiv2,,https://godoc.org/cloud.google.com/go/trace/apiv2
